County,Total_Workers,Car_Alone,Carpool,Public_Transit,Car_Total,Car_Share,Transit_Share,Car_Cost,Transit_Cost,Weighted_Transportation_Cost
"Bergen County, New Jersey",485290,294258,6395,34791,300653,0.6195,0.0717,9000,900,5640.03
"Burlington County, New Jersey",235859,175986,4714,14911,180700,0.7661,0.0632,9000,900,6951.78
"Camden County, New Jersey",252429,173998,5128,22973,179126,0.7096,0.091,9000,900,6468.3
"Cape May County, New Jersey",42639,31408,785,3545,32193,0.755,0.0831,9000,900,6869.79
"Cumberland County, New Jersey",61511,48006,1320,7864,49326,0.8019,0.1278,9000,900,7332.12
"Essex County, New Jersey",397217,213923,3916,31644,217839,0.5484,0.0797,9000,900,5007.33
"Gloucester County, New Jersey",153146,116503,3396,10003,119899,0.7829,0.0653,9000,900,7104.87
"Hudson County, New Jersey",376998,128057,1381,23119,129438,0.3433,0.0613,9000,900,3144.87
"Hunterdon County, New Jersey",66311,47300,1564,3195,48864,0.7369,0.0482,9000,900,6675.48
"Mercer County, New Jersey",180923,111341,2992,16575,114333,0.6319,0.0916,9000,900,5769.54
"Middlesex County, New Jersey",424308,267944,5926,34832,273870,0.6455,0.0821,9000,900,5883.39
"Monmouth County, New Jersey",325092,217077,7202,23553,224279,0.6899,0.0725,9000,900,6274.35
"Morris County, New Jersey",265418,180839,5241,15319,186080,0.7011,0.0577,9000,900,6361.83
"Ocean County, New Jersey",271882,207910,6766,21641,214676,0.7896,0.0796,9000,900,7178.04
"Passaic County, New Jersey",245005,162986,3798,26359,166784,0.6807,0.1076,9000,900,6223.14
"Salem County, New Jersey",28667,22865,829,2037,23694,0.8265,0.0711,9000,900,7502.49
"Somerset County, New Jersey",183010,120143,3621,11597,123764,0.6763,0.0634,9000,900,6143.76
"Sussex County, New Jersey",76226,58979,1629,4691,60608,0.7951,0.0615,9000,900,7211.25
"Union County, New Jersey",285984,178512,3740,23870,182252,0.6373,0.0835,9000,900,5810.85
"Warren County, New Jersey",56595,43560,1378,3733,44938,0.794,0.066,9000,900,7205.4
"Bernalillo County, New Mexico",322942,236794,9117,29228,245911,0.7615,0.0905,9000,900,6934.95
"Catron County, New Mexico",1079,562,0,190,562,0.5209,0.1761,9000,900,4846.59
"Chaves County, New Mexico",26000,21434,982,2336,22416,0.8622,0.0898,9000,900,7840.62
"Cibola County, New Mexico",8322,6273,148,792,6421,0.7716,0.0952,9000,900,7030.08
"Colfax County, New Mexico",4719,3298,174,562,3472,0.7357,0.1191,9000,900,6728.49
"Curry County, New Mexico",21243,17320,874,2531,18194,0.8565,0.1191,9000,900,7815.69
"De Baca County, New Mexico",652,552,0,28,552,0.8466,0.0429,9000,900,7658.01
"Doña Ana County, New Mexico",93031,70282,3102,10154,73384,0.7888,0.1091,9000,900,7197.39
"Eddy County, New Mexico",27292,22417,1370,2472,23787,0.8716,0.0906,9000,900,7925.94
"Grant County, New Mexico",9595,7087,192,1033,7279,0.7586,0.1077,9000,900,6924.33
"Guadalupe County, New Mexico",1610,1344,75,94,1419,0.8814,0.0584,9000,900,7985.16
"Harding County, New Mexico",266,206,0,16,206,0.7744,0.0602,9000,900,7023.78
"Hidalgo County, New Mexico",1634,1351,43,135,1394,0.8531,0.0826,9000,900,7752.24
"Lea County, New Mexico",30102,23298,1322,5117,24620,0.8179,0.17,9000,900,7514.1
"Lincoln County, New Mexico",8469,6167,122,932,6289,0.7426,0.11,9000,900,6782.4
"Los Alamos County, New Mexico",10299,7556,377,666,7933,0.7703,0.0647,9000,900,6990.93
"Luna County, New Mexico",8529,6576,693,1262,7269,0.8523,0.148,9000,900,7803.9
"McKinley County, New Mexico",23344,18682,559,1503,19241,0.8242,0.0644,9000,900,7475.76
"Mora County, New Mexico",1570,791,58,285,849,0.5408,0.1815,9000,900,5030.55
"Otero County, New Mexico",27889,21689,573,3305,22262,0.7982,0.1185,9000,900,7290.45
"Quay County, New Mexico",3454,2837,93,263,2930,0.8483,0.0761,9000,900,7703.19
"Rio Arriba County, New Mexico",15592,12162,361,1264,12523,0.8032,0.0811,9000,900,7301.79
"Roosevelt County, New Mexico",8524,6498,276,1214,6774,0.7947,0.1424,9000,900,7280.46
"Sandoval County, New Mexico",67436,49529,1754,5378,51283,0.7605,0.0797,9000,900,6916.23
"San Juan County, New Mexico",45053,38367,1485,2790,39852,0.8846,0.0619,9000,900,8017.11
"San Miguel County, New Mexico",10751,7801,338,1121,8139,0.757,0.1043,9000,900,6906.87
"Santa Fe County, New Mexico",71182,49586,1574,6157,51160,0.7187,0.0865,9000,900,6546.15
"Sierra County, New Mexico",3449,2544,91,302,2635,0.764,0.0876,9000,900,6954.84
"Socorro County, New Mexico",5530,3628,168,352,3796,0.6864,0.0637,9000,900,6234.93
"Taos County, New Mexico",14512,9675,332,1693,10007,0.6896,0.1167,9000,900,6311.43
"Torrance County, New Mexico",5389,3891,124,562,4015,0.745,0.1043,9000,900,6798.87
"Union County, New Mexico",1415,1088,56,86,1144,0.8085,0.0608,9000,900,7331.22
"Valencia County, New Mexico",29789,22769,773,3362,23542,0.7903,0.1129,9000,900,7214.31
"Albany County, New York",157428,106431,3891,13334,110322,0.7008,0.0847,9000,900,6383.43
"Allegany County, New York",18885,14164,669,1521,14833,0.7854,0.0805,9000,900,7141.05
"Bronx County, New York",554891,130468,1205,22363,131673,0.2373,0.0403,9000,900,2171.97
"Broome County, New York",83882,61989,1560,7595,63549,0.7576,0.0905,9000,900,6899.85
"Cattaraugus County, New York",31965,24514,797,2793,25311,0.7918,0.0874,9000,900,7204.86
"Cayuga County, New York",34605,27657,850,2645,28507,0.8238,0.0764,9000,900,7482.96
"Chautauqua County, New York",53056,40569,1626,5366,42195,0.7953,0.1011,9000,900,7248.69
"Chemung County, New York",35592,28269,906,2726,29175,0.8197,0.0766,9000,900,7446.24
"Chenango County, New York",20725,16532,548,1685,17080,0.8241,0.0813,9000,900,7490.07
"Clinton County, New York",35306,27306,1116,3398,28422,0.805,0.0962,9000,900,7331.58
"Columbia County, New York",28689,19399,425,2050,19824,0.691,0.0715,9000,900,6283.35
"Cortland County, New York",22660,16901,739,2387,17640,0.7785,0.1053,9000,900,7101.27
"Delaware County, New York",18668,13489,411,1474,13900,0.7446,0.079,9000,900,6772.5
"Dutchess County, New York",146372,102619,2768,10846,105387,0.72,0.0741,9000,900,6546.69
"Erie County, New York",454840,337210,10698,34302,347908,0.7649,0.0754,9000,900,6951.96
"Essex County, New York",16427,11995,294,1701,12289,0.7481,0.1035,9000,900,6826.05
"Franklin County, New York",18671,14193,646,1950,14839,0.7948,0.1044,9000,900,7247.16
"Fulton County, New York",24075,19508,626,1982,20134,0.8363,0.0823,9000,900,7600.77
"Genesee County, New York",28055,23109,766,1731,23875,0.851,0.0617,9000,900,7714.53
"Greene County, New York",21292,15541,393,1820,15934,0.7484,0.0855,9000,900,6812.55
"Hamilton County, New York",2222,1653,49,51,1702,0.766,0.023,9000,900,6914.7
"Herkimer County, New York",27317,21881,614,1838,22495,0.8235,0.0673,9000,900,7472.07
"Jefferson County, New York",54621,42260,1372,4547,43632,0.7988,0.0832,9000,900,7264.08
"Kings County, New York",1213870,218154,1837,46818,219991,0.1812,0.0386,9000,900,1665.54
"Lewis County, New York",11762,8905,328,1165,9233,0.785,0.099,9000,900,7154.1
"Livingston County, New York",28409,21410,731,2458,22141,0.7794,0.0865,9000,900,7092.45
"Madison County, New York",30515,23377,648,1969,24025,0.7873,0.0645,9000,900,7143.75
"Monroe County, New York",365221,266330,8312,27698,274642,0.752,0.0758,9000,900,6836.22
"Montgomery County, New York",22353,17134,727,2190,17861,0.799,0.098,9000,900,7279.2
"Nassau County, New York",682723,424338,9115,49744,433453,0.6349,0.0729,9000,900,5779.71
"New York County, New York",866067,49248,528,12226,49776,0.0575,0.0141,9000,900,530.19
"Niagara County, New York",97914,76428,2451,7677,78879,0.8056,0.0784,9000,900,7320.96
"Oneida County, New York",99574,75403,1879,8624,77282,0.7761,0.0866,9000,900,7062.84
"Onondaga County, New York",224791,163923,3014,17929,166937,0.7426,0.0798,9000,900,6755.22
"Ontario County, New York",53456,40998,1401,3641,42399,0.7932,0.0681,9000,900,7200.09
"Orange County, New York",183509,126559,3779,17469,130338,0.7103,0.0952,9000,900,6478.38
"Orleans County, New York",17542,13282,362,1346,13644,0.7778,0.0767,9000,900,7069.23
"Oswego County, New York",52690,41543,1321,3931,42864,0.8135,0.0746,9000,900,7388.64
"Otsego County, New York",26101,19055,735,2249,19790,0.7582,0.0862,9000,900,6901.38
"Putnam County, New York",49322,34777,807,3755,35584,0.7215,0.0761,9000,900,6561.99
"Queens County, New York",1098666,352735,2944,66878,355679,0.3237,0.0609,9000,900,2968.11
"Rensselaer County, New York",78448,56986,1537,5672,58523,0.746,0.0723,9000,900,6779.07
"Richmond County, New York",221444,116699,1495,20276,118194,0.5337,0.0916,9000,900,4885.74
"Rockland County, New York",145331,96345,2315,12536,98660,0.6789,0.0863,9000,900,6187.77
"St. Lawrence County, New York",43581,32670,1323,4031,33993,0.78,0.0925,9000,900,7103.25
"Saratoga County, New York",122468,92084,3227,7659,95311,0.7783,0.0625,9000,900,7060.95
"Schenectady County, New York",74961,54122,1436,6106,55558,0.7412,0.0815,9000,900,6744.15
"Schoharie County, New York",13380,9864,433,1399,10297,0.7696,0.1046,9000,900,7020.54
"Schuyler County, New York",7831,5999,132,815,6131,0.7829,0.1041,9000,900,7139.79
"Seneca County, New York",14296,10749,350,1608,11099,0.7764,0.1125,9000,900,7088.85
"Steuben County, New York",41239,32132,1017,3445,33149,0.8038,0.0835,9000,900,7309.35
"Suffolk County, New York",768320,564097,16596,57014,580693,0.7558,0.0742,9000,900,6868.98
"Sullivan County, New York",34286,25199,617,3046,25816,0.753,0.0888,9000,900,6856.92
"Tioga County, New York",21890,17757,781,1233,18538,0.8469,0.0563,9000,900,7672.77
"Tompkins County, New York",48359,25784,664,4388,26448,0.5469,0.0907,9000,900,5003.73
"Ulster County, New York",83363,59108,1854,5624,60962,0.7313,0.0675,9000,900,6642.45
"Warren County, New York",31784,25070,644,2463,25714,0.809,0.0775,9000,900,7350.75
"Washington County, New York",27603,22221,773,2000,22994,0.833,0.0725,9000,900,7562.25
"Wayne County, New York",42957,33279,799,4483,34078,0.7933,0.1044,9000,900,7233.66
"Westchester County, New York",485809,250849,5214,34938,256063,0.5271,0.0719,9000,900,4808.61
"Wyoming County, New York",17818,13683,440,1559,14123,0.7926,0.0875,9000,900,7212.15
"Yates County, New York",10316,7237,190,858,7427,0.7199,0.0832,9000,900,6553.98
"Alamance County, North Carolina",82208,65839,2749,6919,68588,0.8343,0.0842,9000,900,7584.48
"Alexander County, North Carolina",15536,13066,415,1449,13481,0.8677,0.0933,9000,900,7893.27
"Alleghany County, North Carolina",4190,3213,104,541,3317,0.7916,0.1291,9000,900,7240.59
"Anson County, North Carolina",8292,6205,223,1461,6428,0.7752,0.1762,9000,900,7135.38
"Ashe County, North Carolina",10853,8627,276,1038,8903,0.8203,0.0956,9000,900,7468.74
"Avery County, North Carolina",6269,5048,205,510,5253,0.8379,0.0814,9000,900,7614.36
"Beaufort County, North Carolina",19088,15932,625,1046,16557,0.8674,0.0548,9000,900,7855.92
"Bertie County, North Carolina",5807,4790,45,523,4835,0.8326,0.0901,9000,900,7574.49
"Bladen County, North Carolina",10941,8855,354,1232,9209,0.8417,0.1126,9000,900,7676.64
"Brunswick County, North Carolina",57751,43879,1194,4712,45073,0.7805,0.0816,9000,900,7097.94
"Buncombe County, North Carolina",129902,94283,2777,8967,97060,0.7472,0.069,9000,900,6786.9
"Burke County, North Carolina",39162,32667,953,3861,33620,0.8585,0.0986,9000,900,7815.24
"Cabarrus County, North Carolina",114983,84469,3366,9335,87835,0.7639,0.0812,9000,900,6948.18
"Caldwell County, North Carolina",35823,29188,1016,3781,30204,0.8431,0.1055,9000,900,7682.85
"Camden County, North Carolina",5139,3956,244,377,4200,0.8173,0.0734,9000,900,7421.76
"Carteret County, North Carolina",30547,24653,757,1888,25410,0.8318,0.0618,9000,900,7541.82
"Caswell County, North Carolina",9000,7456,152,607,7608,0.8453,0.0674,9000,900,7668.36
"Catawba County, North Carolina",75512,61014,2048,7123,63062,0.8351,0.0943,9000,900,7600.77
"Chatham County, North Carolina",35870,25546,947,1939,26493,0.7386,0.0541,9000,900,6696.09
"Cherokee County, North Carolina",11410,8841,268,889,9109,0.7983,0.0779,9000,900,7254.81
"Chowan County, North Carolina",5851,4761,76,510,4837,0.8267,0.0872,9000,900,7518.78
"Clay County, North Carolina",4118,3265,352,392,3617,0.8783,0.0952,9000,900,7990.38
"Cleveland County, North Carolina",43648,35899,1355,3817,37254,0.8535,0.0874,9000,900,7760.16
"Columbus County, North Carolina",19170,16277,395,1465,16672,0.8697,0.0764,9000,900,7896.06
"Craven County, North Carolina",45534,36020,1575,4438,37595,0.8256,0.0975,9000,900,7518.15
"Cumberland County, North Carolina",155734,119487,3885,15281,123372,0.7922,0.0981,9000,900,7218.09
"Currituck County, North Carolina",15077,11947,207,1699,12154,0.8061,0.1127,9000,900,7356.33
"Dare County, North Carolina",18805,13859,372,1520,14231,0.7568,0.0808,9000,900,6883.92
"Davidson County, North Carolina",76260,60804,1756,7319,62560,0.8204,0.096,9000,900,7470
"Davie County, North Carolina",19625,15788,584,2120,16372,0.8342,0.108,9000,900,7605
"Duplin County, North Carolina",21566,17311,643,2454,17954,0.8325,0.1138,9000,900,7594.92
"Durham County, North Carolina",170791,112322,2532,13896,114854,0.6725,0.0814,9000,900,6125.76
"Edgecombe County, North Carolina",20135,15866,338,1786,16204,0.8048,0.0887,9000,900,7323.03
"Forsyth County, North Carolina",178296,134520,4405,14795,138925,0.7792,0.083,9000,900,7087.5
"Franklin County, North Carolina",33371,26568,760,2980,27328,0.8189,0.0893,9000,900,7450.47
"Gaston County, North Carolina",107930,84399,2828,9836,87227,0.8082,0.0911,9000,900,7355.79
"Gates County, North Carolina",4332,3699,123,403,3822,0.8823,0.093,9000,900,8024.4
"Graham County, North Carolina",3150,2601,200,382,2801,0.8892,0.1213,9000,900,8111.97
"Granville County, North Carolina",26082,20880,426,1928,21306,0.8169,0.0739,9000,900,7418.61
"Greene County, North Carolina",7966,6998,452,624,7450,0.9352,0.0783,9000,900,8487.27
"Guilford County, North Carolina",260269,193903,7712,21789,201615,0.7746,0.0837,9000,900,7046.73
"Halifax County, North Carolina",17633,13582,259,1930,13841,0.7849,0.1095,9000,900,7162.65
"Harnett County, North Carolina",58697,46966,1463,6034,48429,0.8251,0.1028,9000,900,7518.42
"Haywood County, North Carolina",27369,21613,844,2622,22457,0.8205,0.0958,9000,900,7470.72
"Henderson County, North Carolina",53183,41886,2000,5030,43886,0.8252,0.0946,9000,900,7511.94
"Hertford County, North Carolina",8162,6285,216,1031,6501,0.7965,0.1263,9000,900,7282.17
"Hoke County, North Carolina",21631,17553,651,2164,18204,0.8416,0.1,9000,900,7664.4
"Hyde County, North Carolina",1593,1186,5,301,1191,0.7476,0.189,9000,900,6898.5
"Iredell County, North Carolina",93622,69999,2801,8414,72800,0.7776,0.0899,9000,900,7079.31
"Jackson County, North Carolina",18419,15119,683,1220,15802,0.8579,0.0662,9000,900,7780.68
"Johnston County, North Carolina",109718,84988,3485,8831,88473,0.8064,0.0805,9000,900,7330.05
"Jones County, North Carolina",3820,3098,50,513,3148,0.8241,0.1343,9000,900,7537.77
"Lee County, North Carolina",29122,23499,805,3028,24304,0.8346,0.104,9000,900,7605
"Lenoir County, North Carolina",22240,18365,575,2697,18940,0.8516,0.1213,9000,900,7773.57
"Lincoln County, North Carolina",42738,33808,1095,2640,34903,0.8167,0.0618,9000,900,7405.92
"McDowell County, North Carolina",18266,15274,908,1632,16182,0.8859,0.0893,9000,900,8053.47
"Macon County, North Carolina",16110,13163,395,1292,13558,0.8416,0.0802,9000,900,7646.58
"Madison County, North Carolina",9534,7213,132,930,7345,0.7704,0.0975,9000,900,7021.35
"Martin County, North Carolina",9068,7210,252,944,7462,0.8229,0.1041,9000,900,7499.79
"Mecklenburg County, North Carolina",603592,373412,11408,46582,384820,0.6375,0.0772,9000,900,5806.98
"Mitchell County, North Carolina",6390,5169,117,582,5286,0.8272,0.0911,9000,900,7526.79
"Montgomery County, North Carolina",10733,8940,308,909,9248,0.8616,0.0847,9000,900,7830.63
"Moore County, North Carolina",44627,33964,1390,3086,35354,0.7922,0.0692,9000,900,7192.08
"Nash County, North Carolina",42043,34275,945,2831,35220,0.8377,0.0673,9000,900,7599.87
"New Hanover County, North Carolina",116990,84747,3003,7965,87750,0.7501,0.0681,9000,900,6812.19
"Northampton County, North Carolina",6501,5481,87,448,5568,0.8565,0.0689,9000,900,7770.51
"Onslow County, North Carolina",107738,71577,2706,13651,74283,0.6895,0.1267,9000,900,6319.53
"Orange County, North Carolina",71311,41130,1537,4778,42667,0.5983,0.067,9000,900,5445
"Pamlico County, North Carolina",4429,3643,194,186,3837,0.8663,0.042,9000,900,7834.5
"Pasquotank County, North Carolina",18073,13774,344,1984,14118,0.7812,0.1098,9000,900,7129.62
"Pender County, North Carolina",29000,21951,953,3272,22904,0.7898,0.1128,9000,900,7209.72
"Perquimans County, North Carolina",4968,4087,156,439,4243,0.8541,0.0884,9000,900,7766.46
"Person County, North Carolina",18770,14253,819,1249,15072,0.803,0.0665,9000,900,7286.85
"Pitt County, North Carolina",80556,61179,2228,7310,63407,0.7871,0.0907,9000,900,7165.53
"Polk County, North Carolina",8512,6346,241,939,6587,0.7738,0.1103,9000,900,7063.47
"Randolph County, North Carolina",66524,54234,2199,7113,56433,0.8483,0.1069,9000,900,7730.91
"Richmond County, North Carolina",17491,15032,412,1613,15444,0.883,0.0922,9000,900,8029.98
"Robeson County, North Carolina",42250,35976,1210,3471,37186,0.8801,0.0822,9000,900,7994.88
"Rockingham County, North Carolina",39715,32453,800,3603,33253,0.8373,0.0907,9000,900,7617.33
"Rowan County, North Carolina",65848,52330,1405,6536,53735,0.816,0.0993,9000,900,7433.37
"Rutherford County, North Carolina",26325,21377,897,2377,22274,0.8461,0.0903,9000,900,7696.17
"Sampson County, North Carolina",24094,19876,831,2619,20707,0.8594,0.1087,9000,900,7832.43
"Scotland County, North Carolina",12660,10300,448,1486,10748,0.849,0.1174,9000,900,7746.66
"Stanly County, North Carolina",27736,22194,881,2921,23075,0.832,0.1053,9000,900,7582.77
"Stokes County, North Carolina",19649,16659,582,1480,17241,0.8774,0.0753,9000,900,7964.37
"Surry County, North Carolina",31227,25248,998,3794,26246,0.8405,0.1215,9000,900,7673.85
"Swain County, North Carolina",5670,4624,166,486,4790,0.8448,0.0857,9000,900,7680.33
"Transylvania County, North Carolina",13571,10372,210,1237,10582,0.7798,0.0912,9000,900,7100.28
"Tyrrell County, North Carolina",1158,880,13,168,893,0.7712,0.1451,9000,900,7071.39
"Union County, North Carolina",121509,85969,4840,11325,90809,0.7473,0.0932,9000,900,6809.58
"Vance County, North Carolina",17750,14142,275,1619,14417,0.8122,0.0912,9000,900,7391.88
"Wake County, North Carolina",602482,387908,12653,36528,400561,0.6649,0.0606,9000,900,6038.64
"Warren County, North Carolina",7052,5550,398,666,5948,0.8434,0.0944,9000,900,7675.56
"Washington County, North Carolina",3965,2948,190,656,3138,0.7914,0.1654,9000,900,7271.46
"Watauga County, North Carolina",25718,19214,1577,2536,20791,0.8084,0.0986,9000,900,7364.34
"Wayne County, North Carolina",52477,43007,2158,6330,45165,0.8607,0.1206,9000,900,7854.84
"Wilkes County, North Carolina",28264,22922,1157,2603,24079,0.8519,0.0921,9000,900,7749.99
"Wilson County, North Carolina",33228,26947,906,3084,27853,0.8382,0.0928,9000,900,7627.32
"Yadkin County, North Carolina",16807,14162,498,1206,14660,0.8723,0.0718,9000,900,7915.32
"Yancey County, North Carolina",7485,6020,140,545,6160,0.823,0.0728,9000,900,7472.52
"Adams County, North Dakota",953,678,26,100,704,0.7387,0.1049,9000,900,6742.71
"Barnes County, North Dakota",5311,4296,230,443,4526,0.8522,0.0834,9000,900,7744.86
"Benson County, North Dakota",2072,1512,68,245,1580,0.7625,0.1182,9000,900,6968.88
"Billings County, North Dakota",479,326,24,50,350,0.7307,0.1044,9000,900,6670.26
"Bottineau County, North Dakota",2954,2276,133,219,2409,0.8155,0.0741,9000,900,7406.19
"Bowman County, North Dakota",1430,1001,27,149,1028,0.7189,0.1042,9000,900,6563.88
"Burke County, North Dakota",998,710,16,90,726,0.7275,0.0902,9000,900,6628.68
"Burleigh County, North Dakota",50061,40076,1727,4356,41803,0.835,0.087,9000,900,7593.3
"Cass County, North Dakota",109370,86992,4398,7068,91390,0.8356,0.0646,9000,900,7578.54
"Cavalier County, North Dakota",1714,1323,63,184,1386,0.8086,0.1074,9000,900,7374.06
"Dickey County, North Dakota",2550,1879,136,226,2015,0.7902,0.0886,9000,900,7191.54
"Divide County, North Dakota",989,782,51,42,833,0.8423,0.0425,9000,900,7618.95
"Dunn County, North Dakota",1870,1326,46,148,1372,0.7337,0.0791,9000,900,6674.49
"Eddy County, North Dakota",1133,850,2,83,852,0.752,0.0733,9000,900,6833.97
